DRG Definition,Provider State,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,PA,2218,61570.57665,14322.3147,13010.22092
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,RI,107,52132.25234,17261.30841,16295.62617
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,SC,920,47970.12174,12872.325,11799.8
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,SD,91,40576.89011,13112.43956,11996.94505
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,TN,1382,37627.16281,11392.33285,10323.77641
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,TX,4265,55587.91231,13227.47972,11680.1803
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,UT,161,32549.0559,13371.09938,11100.2236
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,VA,1405,44658.80925,13232.20712,11649.22135
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,VT,48,35297.75,20054.47917,17402.85417
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,WA,781,46874.93214,14648.21895,13346.35083
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,WI,792,34936.62879,13333.28409,11793.24621
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,WV,385,28388.4961,12043.85974,11115.11429
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,WY,35,38385.31429,16416.6,13135.51429
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,AK,31,26569.93548,9978.419355,8730.483871
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,AL,558,22826.96057,6068.369176,4642.849462
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,AR,309,17741.40777,5759.537217,4835.482201
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,AZ,406,29035.83744,6855.307882,5918.694581
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,CA,1626,48277.46863,8686.551661,7771.462485
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,CO,321,31964.52336,7208.46729,5741.909657
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,CT,337,28094.20178,8442.848665,7189.394659
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,DC,118,33602.78814,9792.279661,7883.79661
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,DE,96,18110.78125,7335.885417,6286.052083
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,FL,1996,32014.44639,6388.497996,5307.190882
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,GA,749,21852.73164,6412.923899,5229.70761
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,HI,46,23846.17391,9694.608696,7561.76087
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,IA,260,20237.71154,6910.326923,5143.426923
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,ID,66,21810.86364,6205.590909,5515.19697
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,IL,1375,26392.35636,7299.140364,6140.768727
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,IN,641,21792.78627,6435.054602,5271.361934
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,KS,266,27181.79323,6313.131579,5036.590226
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,KY,530,19502.03019,7340.269811,5155.792453
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,LA,411,23724.25547,6468.121655,5116.082725
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,MA,731,18628.82763,8912.868673,7989.254446
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,MD,686,10249.17347,9708.928571,8650.753644
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,ME,126,16406.09524,7149.285714,5369.920635
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,MI,1095,17655.97626,7101.711416,6230.553425
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,MN,476,20522.53571,7046.42437,5992.121849
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,MO,642,23127.36449,6590.191589,5357.403427
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,MS,340,22541.99118,6090.708824,5148.488235
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,MT,57,16544.07018,5910.438596,5158.649123
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,NC,869,20746.68124,7117.535098,6143.199079
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,ND,41,13414.82927,6122.073171,5394.268293
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,NE,149,25389.55034,6806.66443,5898.90604
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,NH,115,22903.96522,7047.504348,5786.156522
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,NJ,823,48773.28797,7439.668287,6480.150668
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,NM,92,19621.77174,6914.108696,5940.086957
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,NV,185,49732.2973,6825.459459,5791.237838
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,NY,1467,27301.22563,8848.549421,7915.584185
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,OH,1216,22635.81497,6492.730263,5569.365132
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,OK,355,23447.23662,6581.459155,5201.501408
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,OR,153,20503.29412,7755.732026,6449.764706
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,PA,1163,34086.97678,8496.693035,6171.669819
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,RI,71,23109.23944,7502.887324,6383.774648
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,SC,396,26960.32828,6551.371212,5623.734848
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,SD,66,24042.69697,6347.257576,5609.545455
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,TN,640,21091.38125,5972.492188,4941.704688
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,TX,1759,30615.1336,6797.239909,5598.69585
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,UT,118,20775.86441,7395.686441,5682.364407
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,VA,660,23146.73485,6423.113636,5426.351515
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,VT,50,14442.42,8231.02,7021.94
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,WA,406,25951.2266,7365.995074,6372.746305
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,WI,414,20331.4686,6673.570048,5801.280193
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,WV,294,14576.05782,6027.636054,5173.05102
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,WY,35,18313.31429,8133.628571,7156.857143
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,AK,60,142735.9833,54674.38333,53906.85
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,AL,885,138138.4825,31797.16723,29740.9887
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,AR,501,101815.3633,31561.72255,30030.61677
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,AZ,714,143794.1457,38712.91877,34855.63725
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,CA,2963,260253.1239,52024.36517,49091.09079
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,CO,545,147001.3009,37604.29541,35424.63853
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,CT,568,119124.6989,43461.39085,41114.89085
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,DC,147,163016.3061,51822.78231,47766.29252
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,DE,169,90306.21302,39101.67456,37143.13018
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,FL,3110,175508.0132,34749.76238,32294.75466
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,GA,1164,117408.5473,35636.26289,33077.57818
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,HI,93,121557.0538,53396.52688,51458.4086
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,IA,503,93081.43738,34085.71769,31746.26044
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,ID,148,99293.95946,43222.81757,36688.81757
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,IL,1983,134658.4771,38350.66314,35258.27837
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,IN,1105,109387.8027,35996.18643,32940.18643
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,KS,441,129340.5465,35240.5805,32867.98866
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,KY,842,102925.7162,35322.7886,33755.59501
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,LA,698,127906.4556,34055.76074,31284.0659
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,MA,1026,83074.92593,44813.62865,43176.99025
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,MD,884,48088.63575,45458.51357,43256.54186
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,ME,200,76198.84,36183.815,34700.59
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,MI,1670,92780.98204,37954.24611,36545.95569
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,MN,667,110647.5892,42574.87406,38528.32534
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,MO,1044,113333.7193,34686.49808,32682.47893
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,MS,567,127919.5714,34571.06526,32531.01764
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,MT,135,77777.2963,34666.05926,33388.54815
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,NC,1429,95608.97131,37226.68929,35354.14626
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,ND,143,69973.99301,33830.03497,32370.15385
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,NE,342,121918.2515,38601.73392,35214.62573
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,NH,211,108363.218,40024.67299,38785.98104
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,NJ,1477,201001.6466,38076.75355,36301.49154
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,NM,184,112325.9674,43467.92391,37343.04891
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,NV,312,219952.6346,39241.72756,34776.44551
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,NY,2202,122780.7352,46921.56948,44267.5545
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,OH,1842,112847.1781,35377.29479,32765.81216
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,OK,626,123760.0783,35038.51438,32333.92971
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,OR,342,102786.4503,41711.43567,38290.08187
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,PA,1925,151695.9766,36093.89247,33890.62338
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,RI,138,100472.6594,41045.28986,39769.16667
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,SC,702,152656.4202,39138.95726,36212.68803
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,SD,173,114622.3121,37927.04624,35847.87861
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,TN,1034,109787.0513,32271.49613,30086.60735
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,TX,3074,151946.6841,36366.93819,33498.66753
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,UT,199,80619.16583,33558.30151,30281.68342
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,VA,1108,129238.9495,37649.63899,34434.61372
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,VT,70,75488.18571,47967.08571,45963.08571
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,WA,764,123771.0052,41534.64398,37647.63351
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,WI,728,101490.9918,38683.9739,36350.56044
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,WV,359,82421.30641,36037.71588,34782.16435
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,WY,56,96085.41071,47587,45659.25
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,AK,92,75364.86957,28952.90217,27370.34783
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,AL,1175,68983.45617,15193.65277,13440.87745
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,AR,735,54146.52925,15739.53741,13863.26939
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,AZ,1037,76621.17454,18711.53038,16542.47445
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,CA,3909,122977.4518,23042.47838,21301.80737
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,CO,739,76611.66306,18146.83762,16333.7253
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,CT,745,60645.44295,20831.4349,18666.04966
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,DC,183,79300.84699,24095.77049,20764.12022
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,DE,242,47541.34711,19629.69421,16979.62397
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,FL,4035,92673.73358,16831.39033,14472.20025
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,GA,1610,58619.27391,17140.67516,14762.89752
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,HI,117,59557.66667,26676.48718,20497.94872
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,IA,631,48477.41838,16494.37876,15048.02377
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,ID,215,45094.12558,17029.47442,15636.19535
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,IL,2595,70685.44393,19231.26628,16252.8605
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,IN,1333,58743.87622,17371.68792,14836
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,KS,691,65407.0246,16548.68741,14873.80174
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,KY,1113,51698.89847,16811.75651,14807.16442
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,LA,883,66053.52435,16925.64666,14782.73273
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,MA,1432,47909.75838,22654.94832,21084.5838
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,MD,1200,27296.86,25690.47917,23853.745
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,ME,329,42661.34954,17671.60486,15647.05167
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,MI,1914,48365.97649,18681.2722,16893.01097
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,MN,1129,51604.30735,20065.56156,17515.75022
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,MO,1499,54105.80854,16216.92929,14420.51301
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,MS,763,61947.18611,16474.23329,14428.02621
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,MT,206,37251.80583,16381.98544,15093.77184
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,NC,1812,51748.87969,17914.8074,16059.46578
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,ND,202,33516.80693,16626.9703,15422.33663
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,NE,469,61164.67591,18003.0533,15890.8806
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,NH,281,57716.47687,18716.11032,17131.4484
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,NJ,1780,104122.2725,18704.65618,17148.09663
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,NM,247,58649.48178,19379.91498,17807.88664
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,NV,332,89859.06325,18264.8253,15295.79217
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,NY,2812,63240.0697,22407.6298,20363.33962
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,OH,2045,58654.28704,16877.48215,14845.9066
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,OK,844,61303.7109,17688.74052,14834.50592
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,OR,529,52237.52363,20066.48582,16884.24386
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,PA,2419,83533.79165,18043.09921,16344.33113
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,RI,222,45372.9955,19088.01351,16911.03604
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,SC,1063,75777.48448,17604.62371,15531.88335
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,SD,282,55436.01064,18397.52128,16153.18794
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,TN,1334,55594.11694,16180.46552,13618.41529
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,TX,3919,73740.54504,17639.75274,15332.16816
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,UT,328,42672.74695,17767.67073,15262.27439
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,VA,1375,61680.46182,17687.38473,15565.78691
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,VT,105,40220.45714,22766.97143,21619.40952
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,WA,1059,67029.66761,19962.42682,17237.36638
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,WI,1144,54804.52797,18212.22552,16473.74738
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,WV,433,43273.01617,16454.71594,14666.52887
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,WY,77,55831.72727,23690.24675,20893.45455
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,AK,58,48539.56897,17556.56897,15349.22414
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,AL,493,48813.16633,10034.60041,7713.825558
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,AR,295,36586.33898,9760.576271,7670.664407
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,AZ,422,51469.55213,12045.7346,9592.182464
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,CA,1714,80027.69953,14149.38331,12550.02334
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,CO,311,52811.32797,11023.71061,9395.421222
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,CT,367,41146.26975,13126.15259,11138.83106
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,DC,142,49564.82394,14081.48592,11094.23944
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,DE,144,31012.20833,11794.23611,10502.90278
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,FL,1620,61660.31975,10966.24877,8530.691975
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,GA,804,39797.11443,10716.54726,8476.539801
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,HI,54,37207.01852,15863.55556,11946.2963
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,IA,313,34270.08626,10559.4377,8694.670927
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,ID,115,33614.47826,10590.22609,8943.391304
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,IL,922,47333.5,12752.66594,9800.170282
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,IN,672,41097.01786,10929.39435,8682.808036
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,KS,261,40071.08046,10423.75862,8388.727969
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,KY,517,33985.04836,10224.90716,8791.568665
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,LA,445,42997.6764,10523.11236,8592.002247
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,MA,661,30444.41755,14529.11346,13034.07413
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,MD,482,17306.85062,16352.62656,14409.73651
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,ME,120,26111.35833,12573.425,8808.575
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,MI,920,29866.19022,11491.35543,9807.483696
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,MN,383,34235.14883,12511.13055,10208.88773
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,MO,675,36969.59111,10081,8468.604444
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,MS,420,38415.29524,9826.288095,8065.935714
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,MT,86,26967.63953,10601.52326,8548.627907
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,NC,954,34532.25472,11150.97694,9176.265199
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,ND,104,24281.11538,10783.23077,9102.076923
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,NE,176,40006.72159,11064.01705,8993.522727
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,NH,113,40713.37168,11676.32743,9991.530973
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,NJ,719,64945.40056,12445.121,10489.99583
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,NM,125,37907.832,12120.888,9997.6
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,NV,121,62971.1157,11460.36364,8790.92562
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,NY,1293,37762.25367,14171.24362,11732.70688
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,OH,906,39429.98565,10655.30243,8799.679912
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,OK,435,38578.57011,10369.77241,8492.696552
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,OR,198,33632.99495,12627.65152,9480.762626
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,PA,1010,51911.24356,11819.02277,9643.706931
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,RI,72,28289.79167,12308.01389,9916.069444
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,SC,505,47233.42772,11126.18416,8740.241584
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,SD,88,38843.45455,11587.64773,9259.113636
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,TN,675,38748.01333,10253.0563,8127.88
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,TX,1749,47884.61407,11139.05832,8955.927387
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,UT,146,29538.68493,11529.17123,8097.808219
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,VA,825,42401.62788,11079.23758,8923.37697
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,VT,53,23346.16981,13877.71698,12408.54717
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,WA,442,47312.88009,12697.319,9895.278281
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,WI,377,35860.61804,11110.31565,9233.692308
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,WV,184,29580.16304,10496.63043,8851.75
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,WY,49,39016.46939,12755.91837,11206.42857
371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,AK,17,38330.41176,19239.64706,16809.64706
371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,AL,378,44037.18254,12153.2619,10816.57937
371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,AR,262,34499.46947,12005.51527,11291.64122
371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,AZ,406,49413.22414,14224.67241,13381.78818
371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,CA,2043,91611.01615,18200.62702,17249.62408
371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,CO,205,52787.57073,13050.94634,12102.01951
371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,CT,296,47565.29054,17001.0473,15847.5777
371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,DC,91,57923.37363,21115.3956,18246.23077
371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,DE,119,34483.45378,15967,14516.64706
371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,FL,1851,62380.90924,12924.98217,11962.52134
371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,GA,736,38794.06386,13410.1712,11775.12092
371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,HI,26,28001,19060.96154,17813.61538
371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,IA,238,31026.14286,12174.52521,11300.31933
371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,ID,42,23799.33333,13275.52381,10920.30952
371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,IL,1379,47295.44888,13956.74764,12924.83104
371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,IN,690,38749.14928,13404.92174,12321.68551
371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,KS,180,44854.69444,12358.35556,11415.63889
371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,KY,429,36752.50583,12751.1958,11780.44755
371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,LA,350,46382.76,12771.18857,11538.89429
371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,MA,655,28910.36947,17457.53588,16596.58168
